innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,KS Sharma,14,3.3
1,Lucknow Super Giants,2,PN Mankad,55,7.3
1,Lucknow Super Giants,3,MP Stoinis,55,7.5
1,Lucknow Super Giants,4,KH Pandya,71,10.4
1,Lucknow Super Giants,5,Q de Kock,73,11.1
1,Lucknow Super Giants,6,A Badoni,147,18.6
1,Lucknow Super Giants,7,N Pooran,159,19.3
1,Lucknow Super Giants,8,Ravi Bishnoi,162,19.5
2,Kolkata Knight Riders,1,VR Iyer,61,6.5
2,Kolkata Knight Riders,2,N Rana,78,9.3
2,Kolkata Knight Riders,3,JJ Roy,82,10.6
2,Kolkata Knight Riders,4,Rahmanullah Gurbaz,108,14.4
2,Kolkata Knight Riders,5,AD Russell,120,16.4
2,Kolkata Knight Riders,6,SN Thakur,134,18.4
2,Kolkata Knight Riders,7,SP Narine,136,18.6
