match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2013-04-04,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,15,1,5.0,11,2,0
5,2013-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,22,1,5.5,15,2,0
10,2013-04-09,Delhi Daredevils,Wankhede Stadium,4.0,0,49,2,12.25,8,1,0
15,2013-04-13,Pune Warriors,Wankhede Stadium,4.0,0,33,3,8.25,12,1,0
23,2013-04-17,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,41,0,10.25,8,2,0
33,2013-04-24,Kolkata Knight Riders,Eden Gardens,4.0,0,26,2,6.5,13,1,0
37,2013-04-27,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,27,0,6.75,12,0,0
41,2013-04-29,Kings XI Punjab,Wankhede Stadium,4.0,0,29,2,7.25,10,3,0
43,2013-05-01,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3.0,0,21,1,7.0,8,0,0
49,2013-05-05,Chennai Super Kings,Wankhede Stadium,3.0,0,27,3,9.0,9,2,0
53,2013-05-07,Kolkata Knight Riders,Wankhede Stadium,4.0,0,13,2,3.25,14,0,0
58,2013-05-11,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,8,2,2.0,16,0,0
62,2013-05-13,Sunrisers Hyderabad,Wankhede Stadium,4.0,0,43,1,10.75,9,1,0
66,2013-05-15,Rajasthan Royals,Wankhede Stadium,4.0,0,23,2,5.75,14,1,0
73,2013-05-21,Chennai Super Kings,Feroz Shah Kotla,4.0,0,40,0,10.0,5,0,0
75,2013-05-24,Rajasthan Royals,Eden Gardens,3.0,0,23,0,7.67,11,1,0
76,2013-05-26,Chennai Super Kings,Eden Gardens,4.0,0,19,2,4.75,13,2,0
