innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,DA Warner,1,3,V Sehwag,10,5,11,8
1,Delhi Daredevils,2,UBT Chand,0,2,V Sehwag,0,0,0,2
1,Delhi Daredevils,3,AJ Finch,6,7,V Sehwag,9,11,16,18
1,Delhi Daredevils,4,NV Ojha,11,9,AJ Finch,2,5,13,14
1,Delhi Daredevils,5,Y Venugopal Rao,22,23,NV Ojha,18,21,42,44
1,Delhi Daredevils,6,IK Pathan,0,1,Y Venugopal Rao,0,0,0,1
1,Delhi Daredevils,7,RE van der Merwe,2,3,Y Venugopal Rao,4,2,6,5
1,Delhi Daredevils,8,M Morkel,0,2,RE van der Merwe,0,0,0,2
1,Delhi Daredevils,9,UT Yadav,0,4,RE van der Merwe,1,1,2,5
1,Delhi Daredevils,10,AB Dinda,0,5,RE van der Merwe,5,2,5,7
2,Mumbai Indians,1,DJ Jacobs,1,6,SR Tendulkar,0,2,1,8
2,Mumbai Indians,2,AT Rayudu,14,15,SR Tendulkar,11,14,30,29
2,Mumbai Indians,3,SR Tendulkar,35,34,RG Sharma,27,30,68,64
