innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,3,Lucknow Super Giants,AM Rahane,Mohsin Khan,K Kelkar,wicket,struck down,False
2,13,2,Kolkata Knight Riders,RR Pant,SP Narine,A Bengeri,wicket,upheld,False
2,15,4,Kolkata Knight Riders,MD Choudhary,SP Narine,A Bengeri,wicket,struck down,False
