innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,62,0,30,12.4,9,8
1,Kolkata Knight Riders,middle,62,4,54,6.89,6,22
1,Kolkata Knight Riders,powerplay,31,3,36,5.17,2,17
2,Lucknow Super Giants,death,63,4,30,12.6,9,9
2,Lucknow Super Giants,middle,55,3,54,6.11,5,22
2,Lucknow Super Giants,powerplay,37,1,36,6.17,4,14
