innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Lucknow Super Giants,AK Markram,2.0,0,9,0,4.5,4,0,0
1,Lucknow Super Giants,DS Rathi,4.0,0,46,0,11.5,8,2,0
1,Lucknow Super Giants,GF Linde,2.0,0,18,1,9.0,4,0,0
1,Lucknow Super Giants,Mohammed Shami,4.0,0,34,0,8.5,8,1,0
1,Lucknow Super Giants,Mohsin Khan,4.0,0,23,5,5.75,13,1,0
1,Lucknow Super Giants,Prince Yadav,4.0,0,24,0,6.0,10,3,0
2,Kolkata Knight Riders,AS Roy,2.0,0,19,1,9.5,2,0,0
2,Kolkata Knight Riders,C Green,2.0,0,12,1,6.0,6,0,0
2,Kolkata Knight Riders,CV Varun,4.0,0,33,2,8.25,10,2,0
2,Kolkata Knight Riders,Kartik Tyagi,4.0,0,41,1,10.25,9,0,2
2,Kolkata Knight Riders,SP Narine,4.0,0,23,1,5.75,7,0,0
2,Kolkata Knight Riders,VG Arora,4.0,0,24,2,6.0,11,1,0
