match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2022-03-26,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",3,6,0,0,50.0,c SP Narine b AD Russell,6
7,2022-03-31,Lucknow Super Giants,"Brabourne Stadium, Mumbai",49,30,5,2,163.33,c E Lewis b Avesh Khan,4
11,2022-04-03,Punjab Kings,"Brabourne Stadium, Mumbai",57,30,6,3,190.0,c Arshdeep Singh b LS Livingstone,6
17,2022-04-09,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",3,5,0,0,60.0,c Umran Malik b T Natarajan,5
22,2022-04-12,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",95,46,5,8,206.52,not out,4
29,2022-04-17,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",19,17,2,0,111.76,"run out (DA Miller, LH Ferguson)",5
33,2022-04-21,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",13,14,0,1,92.86,c Ishan Kishan b DR Sams,5
38,2022-04-25,Punjab Kings,"Wankhede Stadium, Mumbai",8,7,1,0,114.29,b R Dhawan,4
55,2022-05-08,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",32,19,2,2,168.42,c DA Warner b MR Marsh,3
59,2022-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",10,9,1,0,111.11,c Ishan Kishan b RP Meredith,7
62,2022-05-15,Gujarat Titans,"Wankhede Stadium, Mumbai",0,2,0,0,0.0,c WP Saha b AS Joseph,5
