match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Kings XI Punjab,AJ Finch,74,47,12,0,157.45,st WP Saha b P Sahu
3,Kings XI Punjab,BB McCullum,0,2,0,0,0.0,st WP Saha b Sandeep Sharma
3,Kings XI Punjab,SK Raina,20,9,1,2,222.22,c MG Johnson b MP Stoinis
3,Kings XI Punjab,KD Karthik,41,26,7,0,157.69,not out
3,Kings XI Punjab,RA Jadeja,8,12,0,0,66.67,run out (MG Johnson)
3,Kings XI Punjab,Ishan Kishan,11,8,2,0,137.5,c MM Sharma b MG Johnson
3,Kings XI Punjab,DJ Bravo,2,2,0,0,100.0,not out
6,Rising Pune Supergiants,AJ Finch,50,36,7,2,138.89,c I Sharma b M Ashwin
6,Rising Pune Supergiants,BB McCullum,49,31,3,3,158.06,c F du Plessis b I Sharma
6,Rising Pune Supergiants,SK Raina,24,24,1,0,100.0,st MS Dhoni b M Ashwin
6,Rising Pune Supergiants,DJ Bravo,22,10,3,1,220.0,not out
6,Rising Pune Supergiants,RA Jadeja,4,8,0,0,50.0,not out
9,Mumbai Indians,AJ Finch,67,54,7,1,124.07,not out
9,Mumbai Indians,BB McCullum,6,4,0,1,150.0,c HH Pandya b JJ Bumrah
9,Mumbai Indians,SK Raina,27,22,3,1,122.73,c PA Patel b MJ McClenaghan
9,Mumbai Indians,KD Karthik,9,11,1,0,81.82,c Harbhajan Singh b KH Pandya
9,Mumbai Indians,DJ Bravo,2,6,0,0,33.33,c PA Patel b JJ Bumrah
9,Mumbai Indians,AD Nath,12,11,1,0,109.09,c HH Pandya b MJ McClenaghan
9,Mumbai Indians,JP Faulkner,7,8,1,0,87.5,c PA Patel b MJ McClenaghan
9,Mumbai Indians,P Kumar,0,2,0,0,0.0,c PA Patel b MJ McClenaghan
9,Mumbai Indians,DS Kulkarni,6,3,1,0,200.0,not out
15,Sunrisers Hyderabad,AJ Finch,0,4,0,0,0.0,b B Kumar
15,Sunrisers Hyderabad,BB McCullum,18,17,1,1,105.88,c DJ Hooda b Bipul Sharma
15,Sunrisers Hyderabad,SK Raina,75,51,9,0,147.06,c MC Henriques b B Kumar
15,Sunrisers Hyderabad,KD Karthik,8,9,1,0,88.89,c B Kumar b DJ Hooda
15,Sunrisers Hyderabad,DJ Bravo,8,12,0,0,66.67,c B Kumar b BB Sran
15,Sunrisers Hyderabad,RA Jadeja,14,14,0,0,100.0,b Mustafizur Rahman
15,Sunrisers Hyderabad,AD Nath,5,10,0,0,50.0,c Bipul Sharma b B Kumar
15,Sunrisers Hyderabad,DW Steyn,1,2,0,0,50.0,c EJG Morgan b B Kumar
15,Sunrisers Hyderabad,P Kumar,1,1,0,0,100.0,not out
19,Royal Challengers Bangalore,DR Smith,32,21,3,2,152.38,c AB de Villiers b KW Richardson
19,Royal Challengers Bangalore,BB McCullum,42,24,5,2,175.0,c & b T Shamsi
19,Royal Challengers Bangalore,SK Raina,28,24,3,0,116.67,c Iqbal Abdulla b YS Chahal
19,Royal Challengers Bangalore,KD Karthik,50,39,3,0,128.21,not out
19,Royal Challengers Bangalore,RA Jadeja,12,10,0,1,120.0,c KL Rahul b SR Watson
19,Royal Challengers Bangalore,DJ Bravo,4,1,1,0,400.0,not out
23,Delhi Daredevils,DR Smith,53,30,5,3,176.67,lbw b Imran Tahir
23,Delhi Daredevils,BB McCullum,60,36,6,3,166.67,b CH Morris
23,Delhi Daredevils,SK Raina,2,5,0,0,40.0,c KK Nair b CH Morris
23,Delhi Daredevils,KD Karthik,19,17,1,1,111.76,c JP Duminy b Imran Tahir
23,Delhi Daredevils,RA Jadeja,4,7,0,0,57.14,c Q de Kock b JP Duminy
23,Delhi Daredevils,Ishan Kishan,2,6,0,0,33.33,c JP Duminy b Imran Tahir
23,Delhi Daredevils,DJ Bravo,7,6,0,0,116.67,not out
23,Delhi Daredevils,JP Faulkner,22,13,2,0,169.23,not out
25,Rising Pune Supergiants,DR Smith,63,37,9,1,170.27,b NLTC Perera
25,Rising Pune Supergiants,BB McCullum,43,22,5,2,195.45,c JA Morkel b R Bhatia
25,Rising Pune Supergiants,SK Raina,34,28,2,0,121.43,b NLTC Perera
25,Rising Pune Supergiants,KD Karthik,33,20,4,0,165.0,c AM Rahane b AB Dinda
