match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Kings XI Punjab,DJ Bravo,4.0,0,22,4,5.5,9
3,Kings XI Punjab,JP Faulkner,4.0,0,39,0,9.75,6
3,Kings XI Punjab,P Kumar,4.0,0,25,0,6.25,7
3,Kings XI Punjab,PJ Sangwan,2.0,0,21,0,10.5,6
3,Kings XI Punjab,RA Jadeja,4.0,0,30,2,7.5,8
3,Kings XI Punjab,S Ladda,2.0,0,21,0,10.5,3
6,Rising Pune Supergiants,DJ Bravo,4.0,0,43,1,10.75,6
6,Rising Pune Supergiants,JP Faulkner,2.0,0,15,0,7.5,3
6,Rising Pune Supergiants,P Kumar,2.0,0,12,0,6.0,6
6,Rising Pune Supergiants,PV Tambe,4.0,0,33,2,8.25,7
6,Rising Pune Supergiants,RA Jadeja,4.0,0,18,2,4.5,13
6,Rising Pune Supergiants,SB Jakati,4.0,0,40,0,10.0,4
9,Mumbai Indians,DJ Bravo,4.0,0,39,1,9.75,6
9,Mumbai Indians,DS Kulkarni,4.0,1,19,2,4.75,16
9,Mumbai Indians,JP Faulkner,4.0,0,40,1,10.0,6
9,Mumbai Indians,P Kumar,3.0,0,18,0,6.0,9
9,Mumbai Indians,PV Tambe,2.0,0,12,2,6.0,6
9,Mumbai Indians,SB Jakati,3.0,0,13,1,4.33,12
15,Sunrisers Hyderabad,DJ Bravo,3.0,0,26,0,8.67,4
15,Sunrisers Hyderabad,DS Kulkarni,1.0,0,9,0,9.0,1
15,Sunrisers Hyderabad,DW Steyn,2.0,0,17,0,8.5,5
15,Sunrisers Hyderabad,P Kumar,2.0,0,31,0,15.5,2
15,Sunrisers Hyderabad,PV Tambe,2.0,0,17,0,8.5,1
15,Sunrisers Hyderabad,RA Jadeja,2.5,0,20,0,7.06,5
15,Sunrisers Hyderabad,SK Raina,2.0,0,16,0,8.0,3
19,Royal Challengers Bangalore,DJ Bravo,4.0,0,43,0,10.75,5
19,Royal Challengers Bangalore,DS Kulkarni,4.0,0,39,1,9.75,6
19,Royal Challengers Bangalore,P Kumar,3.0,0,28,0,9.33,6
19,Royal Challengers Bangalore,PV Tambe,3.0,0,24,1,8.0,4
19,Royal Challengers Bangalore,RA Jadeja,3.0,0,17,0,5.67,4
19,Royal Challengers Bangalore,SB Jakati,3.0,0,28,0,9.33,2
23,Delhi Daredevils,DJ Bravo,4.0,0,40,1,10.0,7
23,Delhi Daredevils,DR Smith,2.0,0,26,0,13.0,1
23,Delhi Daredevils,DS Kulkarni,4.0,1,19,3,4.75,14
