innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,MEK Hussey,159,15.5
1,Chennai Super Kings,2,M Vijay,188,19.1
1,Chennai Super Kings,3,MS Dhoni,188,19.2
1,Chennai Super Kings,4,JA Morkel,199,20.4
1,Chennai Super Kings,5,SK Raina,199,20.5
2,Royal Challengers Bangalore,1,CH Gayle,1,1.4
2,Royal Challengers Bangalore,2,MA Agarwal,16,3.3
2,Royal Challengers Bangalore,3,AB de Villiers,48,7.3
2,Royal Challengers Bangalore,4,LA Pomersbach,62,9.3
2,Royal Challengers Bangalore,5,V Kohli,69,10.6
2,Royal Challengers Bangalore,6,DL Vettori,70,11.2
2,Royal Challengers Bangalore,7,A Mithun,92,13.6
2,Royal Challengers Bangalore,8,Z Khan,130,19.4
