innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,3.0,0,35,0,11.67,4,1,0
1,Punjab Kings,HV Patel,4.0,0,31,3,7.75,8,2,0
1,Punjab Kings,Harpreet Brar,3.0,0,21,0,7.0,3,0,0
1,Punjab Kings,K Rabada,4.0,0,42,1,10.5,6,0,0
1,Punjab Kings,LS Livingstone,2.0,0,16,0,8.0,4,0,0
1,Punjab Kings,SM Curran,4.0,0,41,2,10.25,9,2,0
2,Mumbai Indians,Akash Madhwal,3.1,0,46,1,14.53,5,4,1
2,Mumbai Indians,G Coetzee,4.0,0,32,3,8.0,11,2,0
2,Mumbai Indians,HH Pandya,4.0,0,33,1,8.25,9,3,0
2,Mumbai Indians,JJ Bumrah,4.0,0,21,3,5.25,13,1,1
2,Mumbai Indians,R Shepherd,2.0,0,20,0,10.0,5,0,0
2,Mumbai Indians,S Gopal,2.0,0,26,1,13.0,1,0,0
