innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,Ishan Kishan,18,3.1
1,Mumbai Indians,2,RG Sharma,99,12.4
1,Mumbai Indians,3,SA Yadav,148,17.2
1,Mumbai Indians,4,HH Pandya,167,18.6
1,Mumbai Indians,5,TH David,190,20.2
1,Mumbai Indians,6,R Shepherd,192,20.5
1,Mumbai Indians,7,Mohammad Nabi,192,20.6
2,Punjab Kings,1,P Simran Singh,10,1.3
2,Punjab Kings,2,RR Rossouw,13,2.4
2,Punjab Kings,3,SM Curran,14,2.6
2,Punjab Kings,4,LS Livingstone,14,3.1
2,Punjab Kings,5,Harpreet Singh,49,7.5
2,Punjab Kings,6,JM Sharma,77,10.2
2,Punjab Kings,7,Shashank Singh,111,13.1
2,Punjab Kings,8,Ashutosh Sharma,168,18.1
2,Punjab Kings,9,Harpreet Brar,174,19.4
2,Punjab Kings,10,K Rabada,183,20.1
