innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,AC Gilchrist,21,4.3
1,Kings XI Punjab,2,SE Marsh,123,15.2
1,Kings XI Punjab,3,PC Valthaty,123,15.3
1,Kings XI Punjab,4,DJ Hussey,138,17.4
1,Kings XI Punjab,5,Mandeep Singh,156,19.4
1,Kings XI Punjab,6,KD Karthik,168,20.4
2,Delhi Daredevils,1,NV Ojha,52,8.6
2,Delhi Daredevils,2,DA Warner,67,10.5
2,Delhi Daredevils,3,S Sriram,72,12.2
2,Delhi Daredevils,4,Y Venugopal Rao,90,14.5
2,Delhi Daredevils,5,IK Pathan,92,15.2
2,Delhi Daredevils,6,JR Hopes,97,16.1
2,Delhi Daredevils,7,TR Birt,116,18.4
2,Delhi Daredevils,8,Y Nagar,128,19.3
