innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,AM Salvi,4.0,0,40,2,10.0,7,1,0
1,Delhi Daredevils,IK Pathan,4.0,0,28,3,7.0,12,1,0
1,Delhi Daredevils,JR Hopes,3.0,0,27,0,9.0,8,0,0
1,Delhi Daredevils,M Morkel,4.0,0,22,1,5.5,11,1,0
1,Delhi Daredevils,S Sriram,1.0,0,25,0,25.0,0,0,0
1,Delhi Daredevils,VR Aaron,4.0,0,26,0,6.5,14,4,0
2,Kings XI Punjab,P Kumar,4.0,1,32,1,8.0,15,2,0
2,Kings XI Punjab,PC Valthaty,4.0,0,34,1,8.5,8,0,0
2,Kings XI Punjab,PP Chawla,4.0,0,16,3,4.0,14,0,0
2,Kings XI Punjab,RJ Harris,4.0,0,16,1,4.0,14,1,0
2,Kings XI Punjab,SJ Srivastava,4.0,0,39,2,9.75,11,1,0
