match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Kings XI Punjab,A Nehra,3.0,0,24,1,8.0,6
3,Kings XI Punjab,DR Smith,2.0,0,25,1,12.5,2
3,Kings XI Punjab,MM Sharma,2.5,0,35,0,12.35,5
3,Kings XI Punjab,P Negi,3.0,0,37,0,12.33,5
3,Kings XI Punjab,R Ashwin,4.0,0,41,2,10.25,6
3,Kings XI Punjab,RA Jadeja,4.0,0,43,0,10.75,6
8,Delhi Daredevils,BW Hilfenhaus,2.0,0,9,1,4.5,7
8,Delhi Daredevils,DR Smith,2.0,0,14,1,7.0,4
8,Delhi Daredevils,IC Pandey,4.0,0,23,2,5.75,13
8,Delhi Daredevils,MM Sharma,3.0,0,17,1,5.67,6
8,Delhi Daredevils,R Ashwin,2.0,0,3,2,1.5,10
8,Delhi Daredevils,RA Jadeja,2.4,0,18,2,6.75,6
10,Rajasthan Royals,BW Hilfenhaus,4.0,0,32,1,8.0,11
10,Rajasthan Royals,IC Pandey,4.0,1,22,1,5.5,14
10,Rajasthan Royals,MM Sharma,2.0,0,13,1,6.5,4
10,Rajasthan Royals,R Ashwin,3.5,0,27,1,7.04,9
10,Rajasthan Royals,RA Jadeja,4.0,0,33,4,8.25,9
10,Rajasthan Royals,SK Raina,2.0,0,6,0,3.0,6
13,Mumbai Indians,BW Hilfenhaus,4.0,0,39,2,9.75,4
13,Mumbai Indians,IC Pandey,4.0,0,21,0,5.25,12
13,Mumbai Indians,MM Sharma,4.0,0,14,4,3.5,14
13,Mumbai Indians,R Ashwin,4.0,0,20,0,5.0,9
13,Mumbai Indians,RA Jadeja,1.0,0,14,0,14.0,0
13,Mumbai Indians,SK Raina,3.0,0,32,0,10.67,3
17,Sunrisers Hyderabad,BW Hilfenhaus,4.0,0,32,2,8.0,11
17,Sunrisers Hyderabad,DR Smith,2.0,0,11,1,5.5,4
17,Sunrisers Hyderabad,IC Pandey,3.0,0,22,0,7.33,4
17,Sunrisers Hyderabad,MM Sharma,4.0,0,27,2,6.75,6
17,Sunrisers Hyderabad,R Ashwin,4.0,0,17,0,4.25,9
17,Sunrisers Hyderabad,RA Jadeja,3.0,0,23,0,7.67,3
21,Kolkata Knight Riders,BW Hilfenhaus,3.0,0,26,0,8.67,10
21,Kolkata Knight Riders,IC Pandey,2.0,0,20,0,10.0,3
21,Kolkata Knight Riders,MM Sharma,3.0,0,22,3,7.33,7
21,Kolkata Knight Riders,R Ashwin,4.0,0,21,1,5.25,11
21,Kolkata Knight Riders,RA Jadeja,4.0,0,12,4,3.0,14
21,Kolkata Knight Riders,SK Raina,1.0,0,10,0,10.0,2
26,Delhi Daredevils,BW Hilfenhaus,4.0,0,34,1,8.5,13
26,Delhi Daredevils,DR Smith,1.0,0,9,0,9.0,1
26,Delhi Daredevils,IC Pandey,3.0,1,26,0,8.67,10
