match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2017-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,55,1,13.75,5,3,1
31,2017-04-27,Gujarat Lions,M Chinnaswamy Stadium,2.0,0,21,0,10.5,5,2,0
38,2017-05-01,Mumbai Indians,Wankhede Stadium,4.0,0,32,1,8.0,9,1,0
43,2017-05-05,Kings XI Punjab,M Chinnaswamy Stadium,4.0,1,17,2,4.25,13,0,0
46,2017-05-07,Kolkata Knight Riders,M Chinnaswamy Stadium,2.5,1,19,1,6.71,10,0,0
