innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,Priyansh Arya,2,1.2
1,Punjab Kings,2,C Connolly,2,1.3
1,Punjab Kings,3,P Simran Singh,35,6.2
1,Punjab Kings,4,N Wadhera,36,7.3
1,Punjab Kings,5,SS Iyer,47,9.4
1,Punjab Kings,6,Suryansh Shedge,126,16.6
1,Punjab Kings,7,MP Stoinis,141,18.4
1,Punjab Kings,8,XC Bartlett,141,18.5
1,Punjab Kings,9,M Jansen,162,20.5
2,Gujarat Titans,1,Shubman Gill,16,2.3
2,Gujarat Titans,2,JC Buttler,69,9.1
2,Gujarat Titans,3,N Sindhu,94,12.3
2,Gujarat Titans,4,B Sai Sudharsan,124,15.5
2,Gujarat Titans,5,R Tewatia,140,17.6
2,Gujarat Titans,6,JO Holder,152,19.5
