match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
2,Royal Challengers Bangalore,JDS Neesham,2.0,0,22,0,11.0,3
2,Royal Challengers Bangalore,JP Duminy,2.0,0,10,0,5.0,6
2,Royal Challengers Bangalore,Mohammed Shami,4.0,0,30,1,7.5,14
2,Royal Challengers Bangalore,R Sharma,3.0,0,33,1,11.0,5
2,Royal Challengers Bangalore,S Nadeem,2.4,0,32,0,12.0,4
2,Royal Challengers Bangalore,WD Parnell,3.0,0,19,0,6.33,9
6,Kolkata Knight Riders,JD Unadkat,4.0,0,25,1,6.25,4
6,Kolkata Knight Riders,JDS Neesham,2.0,0,26,0,13.0,2
6,Kolkata Knight Riders,JP Duminy,3.0,0,25,0,8.33,3
6,Kolkata Knight Riders,Mohammed Shami,4.0,0,33,1,8.25,9
6,Kolkata Knight Riders,NM Coulter-Nile,4.0,0,27,2,6.75,12
6,Kolkata Knight Riders,S Nadeem,3.0,0,29,1,9.67,5
8,Chennai Super Kings,JD Unadkat,4.0,0,32,3,8.0,8
8,Chennai Super Kings,JDS Neesham,4.0,0,29,1,7.25,7
8,Chennai Super Kings,JP Duminy,4.0,0,26,0,6.5,6
8,Chennai Super Kings,M Vijay,1.0,0,13,0,13.0,2
8,Chennai Super Kings,Mohammed Shami,4.0,0,45,1,11.25,8
8,Chennai Super Kings,S Nadeem,3.0,0,29,1,9.67,2
12,Sunrisers Hyderabad,JD Unadkat,4.0,0,43,0,10.75,4
12,Sunrisers Hyderabad,JP Duminy,2.0,0,19,0,9.5,3
12,Sunrisers Hyderabad,LR Shukla,2.0,0,21,0,10.5,5
12,Sunrisers Hyderabad,Mohammed Shami,4.0,0,36,0,9.0,6
12,Sunrisers Hyderabad,S Nadeem,4.0,0,24,1,6.0,12
12,Sunrisers Hyderabad,WD Parnell,4.0,0,38,0,9.5,7
16,Mumbai Indians,JD Unadkat,4.0,0,29,2,7.25,7
16,Mumbai Indians,JP Duminy,3.0,0,13,0,4.33,9
16,Mumbai Indians,LR Shukla,1.0,0,5,0,5.0,4
16,Mumbai Indians,Mohammed Shami,4.0,0,36,0,9.0,7
16,Mumbai Indians,S Nadeem,4.0,0,19,1,4.75,9
16,Mumbai Indians,WD Parnell,4.0,0,17,1,4.25,17
23,Rajasthan Royals,JD Unadkat,3.3,0,36,0,10.29,7
23,Rajasthan Royals,Mohammed Shami,4.0,0,22,1,5.5,10
23,Rajasthan Royals,R Sharma,3.0,0,32,0,10.67,4
23,Rajasthan Royals,S Nadeem,4.0,0,30,1,7.5,9
23,Rajasthan Royals,WD Parnell,4.0,0,35,1,8.75,10
26,Chennai Super Kings,JD Unadkat,3.4,0,47,0,12.82,7
