match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2020-09-21,Royal Challengers Bangalore,Dubai International Cricket Stadium,61,43,6,2,141.86,b YS Chahal,2
8,2020-09-26,Kolkata Knight Riders,Sheikh Zayed Stadium,5,10,0,0,50.0,b PJ Cummins,2
11,2020-09-29,Delhi Capitals,Sheikh Zayed Stadium,53,48,2,1,110.42,c A Nortje b K Rabada,2
14,2020-10-02,Chennai Super Kings,Dubai International Cricket Stadium,0,3,0,0,0.0,b DL Chahar,2
17,2020-10-04,Mumbai Indians,Sharjah Cricket Stadium,25,15,2,2,166.67,c HH Pandya b TA Boult,2
22,2020-10-08,Kings XI Punjab,Dubai International Cricket Stadium,97,55,7,6,176.36,lbw b Ravi Bishnoi,2
26,2020-10-11,Rajasthan Royals,Dubai International Cricket Stadium,16,19,0,1,84.21,c SV Samson b Kartik Tyagi,2
29,2020-10-13,Chennai Super Kings,Dubai International Cricket Stadium,23,24,2,0,95.83,b RA Jadeja,2
35,2020-10-18,Kolkata Knight Riders,Sheikh Zayed Stadium,36,28,7,0,128.57,c AD Russell b CV Varun,1
40,2020-10-22,Rajasthan Royals,Dubai International Cricket Stadium,10,7,1,1,142.86,b JC Archer,2
43,2020-10-24,Kings XI Punjab,Dubai International Cricket Stadium,19,20,4,0,95.0,b M Ashwin,2
