match_number,date,opponent,catches,stumpings,run_outs
9,2011-04-13,Kings XI Punjab,1,0,0
29,2011-04-25,Pune Warriors,2,0,0
31,2011-04-27,Pune Warriors,1,0,0
39,2011-05-01,Deccan Chargers,1,0,0
52,2011-05-09,Rajasthan Royals,1,0,0
56,2011-05-12,Delhi Daredevils,1,0,0
