match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2025-03-24,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",27,19,1,2,142.11,not out,5
7,2025-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,7,2,0,185.71,not out,6
13,2025-04-01,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",19,18,3,0,105.56,c P Simran Singh b M Jansen,6
16,2025-04-04,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27,14,3,1,192.86,c Naman Dhir b HH Pandya,6
21,2025-04-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4,4,0,0,100.0,not out,5
26,2025-04-12,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7,11,0,0,63.64,b Washington Sundar,5
36,2025-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",7,8,0,0,87.5,not out,6
40,2025-04-22,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14,15,1,0,93.33,not out,5
45,2025-04-27,Mumbai Indians,"Wankhede Stadium, Mumbai",24,16,3,0,150.0,c C Bosch b JJ Bumrah,6
54,2025-05-04,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",11,8,0,1,137.5,c Shashank Singh b Azmatullah Omarzai,6
