innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DPMD Jayawardene,135,14.1
1,Delhi Daredevils,2,V Sehwag,153,16.1
1,Delhi Daredevils,3,IK Pathan,154,16.3
1,Delhi Daredevils,4,LRPL Taylor,195,19.1
1,Delhi Daredevils,5,Y Nagar,195,19.2
2,Mumbai Indians,1,AC Blizzard,0,1.3
2,Mumbai Indians,2,SR Tendulkar,19,3.3
2,Mumbai Indians,3,RG Sharma,19,4.1
2,Mumbai Indians,4,KD Karthik,115,13.5
2,Mumbai Indians,5,AT Rayudu,139,16.1
2,Mumbai Indians,6,KA Pollard,139,16.2
2,Mumbai Indians,7,RJ Peterson,144,17.2
2,Mumbai Indians,8,Harbhajan Singh,168,20.3
2,Mumbai Indians,9,SL Malinga,170,20.6
