innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,DPMD Jayawardene,55,42,8,0,130.95,c RG Sharma b RJ Peterson,1
1,Delhi Daredevils,V Sehwag,73,39,8,4,187.18,c RP Singh b RJ Peterson,2
1,Delhi Daredevils,KP Pietersen,50,26,6,3,192.31,not out,3
1,Delhi Daredevils,IK Pathan,0,1,0,0,0.0,c NLTC Perera b RJ Peterson,4
1,Delhi Daredevils,LRPL Taylor,15,7,0,2,214.29,lbw b SL Malinga,5
1,Delhi Daredevils,Y Nagar,0,1,0,0,0.0,lbw b SL Malinga,6
1,Delhi Daredevils,NV Ojha,5,4,0,0,125.0,not out,7
2,Mumbai Indians,AC Blizzard,0,3,0,0,0.0,c DPMD Jayawardene b IK Pathan,1
2,Mumbai Indians,SR Tendulkar,7,7,0,1,100.0,c KP Pietersen b M Morkel,2
2,Mumbai Indians,RG Sharma,12,6,1,1,200.0,c AB Agarkar b IK Pathan,3
2,Mumbai Indians,KD Karthik,40,28,7,0,142.86,b AB Agarkar,4
2,Mumbai Indians,AT Rayudu,62,39,5,3,158.97,c DPMD Jayawardene b S Nadeem,5
2,Mumbai Indians,KA Pollard,16,9,1,1,177.78,b S Nadeem,6
2,Mumbai Indians,RJ Peterson,2,2,0,0,100.0,"run out (DPMD Jayawardene, NV Ojha)",7
2,Mumbai Indians,Harbhajan Singh,15,12,2,0,125.0,c IK Pathan b UT Yadav,8
2,Mumbai Indians,SL Malinga,11,13,1,0,84.62,b UT Yadav,9
2,Mumbai Indians,RP Singh,1,1,0,0,100.0,not out,10
