match_number,date,opponent,catches,stumpings,run_outs
14,2012-04-12,Pune Warriors,1,0,0
28,2012-04-22,Mumbai Indians,1,0,0
33,2012-04-25,Mumbai Indians,1,0,0
64,2012-05-15,Delhi Daredevils,1,0,0
69,2012-05-19,Delhi Daredevils,1,0,0
