match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2009-04-20,Royal Challengers Bangalore,St George's Park,2.2,0,18,2,7.71,6,0,0
9,2009-04-23,Delhi Daredevils,Kingsmead,4.0,0,19,3,4.75,12,1,0
16,2009-04-27,Deccan Chargers,Kingsmead,3.3,0,41,1,11.71,9,1,0
22,2009-04-30,Rajasthan Royals,SuperSport Park,3.3,0,21,4,6.0,9,1,0
26,2009-05-02,Delhi Daredevils,New Wanderers Stadium,3.0,0,26,0,8.67,6,0,0
29,2009-05-04,Deccan Chargers,Buffalo Park,1.0,0,18,0,18.0,1,0,0
34,2009-05-07,Kings XI Punjab,SuperSport Park,4.0,0,41,1,10.25,2,1,0
37,2009-05-09,Rajasthan Royals,De Beers Diamond Oval,3.0,0,13,1,4.33,6,0,0
44,2009-05-14,Royal Challengers Bangalore,Kingsmead,4.0,0,32,1,8.0,7,1,0
47,2009-05-16,Mumbai Indians,St George's Park,2.0,0,17,0,8.5,1,0,0
51,2009-05-18,Kolkata Knight Riders,SuperSport Park,3.0,0,40,0,13.33,2,0,0
54,2009-05-20,Kings XI Punjab,Kingsmead,2.0,0,14,0,7.0,5,0,0
58,2009-05-23,Royal Challengers Bangalore,New Wanderers Stadium,2.0,0,16,0,8.0,4,0,0
