innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,JG Bethell,21,3.2
1,Royal Challengers Bengaluru,2,D Padikkal,97,10.1
1,Royal Challengers Bengaluru,3,V Kohli,157,15.6
1,Royal Challengers Bengaluru,4,TH David,222,20.6
2,Punjab Kings,1,Priyansh Arya,1,1.3
2,Punjab Kings,2,P Simran Singh,18,3.5
2,Punjab Kings,3,SS Iyer,19,4.2
2,Punjab Kings,4,C Connolly,62,8.3
2,Punjab Kings,5,Suryansh Shedge,93,11.5
2,Punjab Kings,6,MP Stoinis,160,17.1
2,Punjab Kings,7,Shashank Singh,194,20.2
2,Punjab Kings,8,Azmatullah Omarzai,199,20.6
