innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,JG Bethell,11,7,2,0,157.14,b Harpreet Brar,1
1,Royal Challengers Bengaluru,V Kohli,58,37,4,3,156.76,c Priyansh Arya b YS Chahal,2
1,Royal Challengers Bengaluru,D Padikkal,45,25,4,3,180.0,c SS Iyer b Harpreet Brar,3
1,Royal Challengers Bengaluru,VR Iyer,73,40,8,4,182.5,not out,4
1,Royal Challengers Bengaluru,TH David,28,12,2,2,233.33,c Harpreet Brar b Arshdeep Singh,5
2,Punjab Kings,Priyansh Arya,0,3,0,0,0.0,c R Shepherd b B Kumar,1
2,Punjab Kings,P Simran Singh,2,5,0,0,40.0,c D Padikkal b B Kumar,2
2,Punjab Kings,C Connolly,37,22,3,3,168.18,c JG Bethell b R Shepherd,3
2,Punjab Kings,SS Iyer,1,3,0,0,33.33,c JM Sharma b Rasikh Salam,4
2,Punjab Kings,Suryansh Shedge,35,22,2,2,159.09,c V Kohli b Suyash Sharma,5
2,Punjab Kings,MP Stoinis,37,25,5,0,148.0,lbw b JR Hazlewood,6
2,Punjab Kings,Shashank Singh,56,27,4,4,207.41,c V Kohli b Rasikh Salam,7
2,Punjab Kings,Azmatullah Omarzai,14,10,1,1,140.0,c TH David b Rasikh Salam,8
2,Punjab Kings,Harpreet Brar,5,3,1,0,166.67,not out,9
