innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Lucknow Super Giants,death,44,3,30,8.8,5,10
1,Lucknow Super Giants,middle,70,4,54,7.78,8,21
1,Lucknow Super Giants,powerplay,39,1,36,6.5,3,18
2,Punjab Kings,death,30,3,30,6.0,5,20
2,Punjab Kings,middle,57,4,54,6.33,6,27
2,Punjab Kings,powerplay,46,1,36,7.67,6,17
