innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,KL Rahul,13,3.5
1,Lucknow Super Giants,2,Q de Kock,98,13.4
1,Lucknow Super Giants,3,DJ Hooda,104,14.3
1,Lucknow Super Giants,4,KH Pandya,105,15.1
1,Lucknow Super Giants,5,A Badoni,109,15.5
1,Lucknow Super Giants,6,MP Stoinis,111,16.3
1,Lucknow Super Giants,7,JO Holder,126,18.4
1,Lucknow Super Giants,8,PVD Chameera,144,19.3
2,Punjab Kings,1,MA Agarwal,35,5.4
2,Punjab Kings,2,S Dhawan,46,7.3
2,Punjab Kings,3,PBB Rajapaksa,58,8.6
2,Punjab Kings,4,LS Livingstone,88,13.1
2,Punjab Kings,5,JM Sharma,92,14.2
2,Punjab Kings,6,JM Bairstow,103,16.2
2,Punjab Kings,7,K Rabada,112,18.2
2,Punjab Kings,8,RD Chahar,117,18.6
