innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,14,2,Lucknow Super Giants,JM Sharma,KH Pandya,MA Gough,,upheld,False
2,15,1,Punjab Kings,JM Bairstow,Ravi Bishnoi,UV Gandhe,,upheld,False
