match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Kolkata Knight Riders,FH Edwards,4.0,1,6,0,1.5,17
4,Kolkata Knight Riders,Harmeet Singh,4.0,0,23,1,5.75,10
4,Kolkata Knight Riders,PP Ojha,4.0,0,14,2,3.5,13
4,Kolkata Knight Riders,RP Singh,3.4,0,22,4,6.0,14
4,Kolkata Knight Riders,SB Styris,4.0,0,32,2,8.0,12
8,Royal Challengers Bangalore,FH Edwards,4.0,0,39,1,9.75,10
8,Royal Challengers Bangalore,Harmeet Singh,4.0,0,44,0,11.0,7
8,Royal Challengers Bangalore,PP Ojha,4.0,0,27,1,6.75,9
8,Royal Challengers Bangalore,RP Singh,4.0,0,17,2,4.25,13
8,Royal Challengers Bangalore,SB Styris,4.0,0,32,3,8.0,9
12,Mumbai Indians,DR Smith,2.0,0,15,0,7.5,3
12,Mumbai Indians,FH Edwards,4.0,0,27,2,6.75,10
12,Mumbai Indians,Harmeet Singh,1.0,0,19,0,19.0,1
12,Mumbai Indians,PP Ojha,4.0,0,21,3,5.25,8
12,Mumbai Indians,RG Sharma,1.0,0,8,0,8.0,3
12,Mumbai Indians,RP Singh,4.0,0,27,2,6.75,12
12,Mumbai Indians,Y Venugopal Rao,4.0,0,33,0,8.25,5
16,Chennai Super Kings,DR Smith,1.0,0,17,0,17.0,0
16,Chennai Super Kings,FH Edwards,4.0,0,21,1,5.25,15
16,Chennai Super Kings,PP Ojha,2.0,0,11,2,5.5,4
16,Chennai Super Kings,RG Sharma,3.0,0,18,1,6.0,6
16,Chennai Super Kings,RP Singh,3.0,0,32,1,10.67,9
16,Chennai Super Kings,Shoaib Ahmed,3.0,0,31,0,10.33,5
16,Chennai Super Kings,Y Venugopal Rao,4.0,0,35,1,8.75,6
21,Delhi Daredevils,DR Smith,1.0,0,8,0,8.0,4
21,Delhi Daredevils,FH Edwards,3.4,0,44,0,12.0,6
21,Delhi Daredevils,PP Ojha,4.0,0,24,1,6.0,6
21,Delhi Daredevils,RG Sharma,1.0,0,10,0,10.0,1
21,Delhi Daredevils,RP Singh,3.0,0,20,1,6.67,11
21,Delhi Daredevils,Shoaib Ahmed,4.0,0,20,2,5.0,12
21,Delhi Daredevils,Y Venugopal Rao,2.0,0,20,0,10.0,5
25,Rajasthan Royals,DR Smith,2.0,0,21,0,10.5,3
25,Rajasthan Royals,FH Edwards,3.4,0,17,1,4.64,12
25,Rajasthan Royals,PP Ojha,4.0,0,27,1,6.75,9
25,Rajasthan Royals,RG Sharma,2.0,0,14,0,7.0,3
25,Rajasthan Royals,RP Singh,4.0,1,18,2,4.5,15
25,Rajasthan Royals,Shoaib Ahmed,2.0,0,19,0,9.5,3
25,Rajasthan Royals,Y Venugopal Rao,2.0,0,23,2,11.5,4
29,Chennai Super Kings,DR Smith,2.0,0,21,0,10.5,4
29,Chennai Super Kings,PP Ojha,4.0,0,26,0,6.5,5
29,Chennai Super Kings,RG Sharma,1.0,0,8,0,8.0,3
29,Chennai Super Kings,RJ Harris,4.0,0,39,0,9.75,7
29,Chennai Super Kings,RP Singh,4.0,0,36,1,9.0,9
29,Chennai Super Kings,Shoaib Ahmed,2.0,0,14,1,7.0,4
29,Chennai Super Kings,TL Suman,3.0,0,29,1,9.67,3
32,Mumbai Indians,DR Smith,1.0,0,13,0,13.0,2
32,Mumbai Indians,Harmeet Singh,3.0,0,28,0,9.33,5
32,Mumbai Indians,RG Sharma,2.0,0,6,4,3.0,5
32,Mumbai Indians,RJ Harris,4.0,0,25,0,6.25,11
32,Mumbai Indians,RP Singh,4.0,0,19,2,4.75,13
32,Mumbai Indians,Shoaib Ahmed,2.0,0,19,0,9.5,4
32,Mumbai Indians,TL Suman,4.0,0,14,2,3.5,11
36,Kings XI Punjab,A Symonds,1.0,0,20,0,20.0,0
36,Kings XI Punjab,PP Ojha,4.0,0,24,0,6.0,5
36,Kings XI Punjab,RG Sharma,2.0,0,12,2,6.0,4
36,Kings XI Punjab,RJ Harris,3.0,0,29,0,9.67,4
36,Kings XI Punjab,RP Singh,2.5,0,26,0,9.18,4
