match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2014-04-18,Chennai Super Kings,Sheikh Zayed Stadium,54,37,3,3,145.95,not out,5
7,2014-04-20,Rajasthan Royals,Sharjah Cricket Stadium,51,19,0,6,268.42,not out,5
9,2014-04-22,Sunrisers Hyderabad,Sharjah Cricket Stadium,10,10,0,1,100.0,c DA Warner b B Kumar,4
15,2014-04-26,Kolkata Knight Riders,Sheikh Zayed Stadium,14,10,2,0,140.0,c M Morkel b PP Chawla,5
18,2014-04-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,26,20,4,0,130.0,c PA Patel b YS Chahal,5
22,2014-05-03,Mumbai Indians,Wankhede Stadium,16,12,1,1,133.33,c BR Dunk b SL Malinga,6
29,2014-05-07,Chennai Super Kings,Barabati Stadium,47,32,5,2,146.88,b DR Smith,4
31,2014-05-09,Royal Challengers Bangalore,M Chinnaswamy Stadium,66,29,8,3,227.59,c YS Chahal b VR Aaron,4
34,2014-05-11,Kolkata Knight Riders,Barabati Stadium,13,14,1,0,92.86,b UT Yadav,5
39,2014-05-14,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",24,24,1,0,100.0,not out,5
45,2014-05-19,Delhi Daredevils,Feroz Shah Kotla,2,6,0,0,33.33,b JP Duminy,4
52,2014-05-23,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",29,20,0,2,145.0,not out,5
55,2014-05-25,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",47,34,4,2,138.24,not out,4
57,2014-05-27,Kolkata Knight Riders,Eden Gardens,8,12,0,0,66.67,b PP Chawla,5
59,2014-05-30,Chennai Super Kings,Wankhede Stadium,38,19,5,1,200.0,run out (MS Dhoni),4
60,2014-06-01,Kolkata Knight Riders,M Chinnaswamy Stadium,1,1,0,0,100.0,not out,6
