match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
5,Royal Challengers Bangalore,Arshad Khan,2.2,0,28,1,12.0,6
5,Royal Challengers Bangalore,C Green,2.0,0,30,1,15.0,4
5,Royal Challengers Bangalore,HR Shokeen,1.0,0,17,0,17.0,0
5,Royal Challengers Bangalore,JC Archer,4.0,0,33,0,8.25,10
5,Royal Challengers Bangalore,JP Behrendorff,3.0,0,37,0,12.33,6
5,Royal Challengers Bangalore,PP Chawla,4.0,0,26,0,6.5,11
12,Chennai Super Kings,Arshad Khan,2.1,0,35,0,16.15,2
12,Chennai Super Kings,C Green,3.0,0,20,0,6.67,6
12,Chennai Super Kings,HR Shokeen,2.0,0,19,0,9.5,4
12,Chennai Super Kings,JP Behrendorff,3.0,0,24,1,8.0,8
12,Chennai Super Kings,K Kartikeya,4.0,0,24,1,6.0,6
12,Chennai Super Kings,PP Chawla,4.0,0,33,1,8.25,8
16,Delhi Capitals,Arshad Khan,1.0,0,12,0,12.0,1
16,Delhi Capitals,C Green,3.0,0,30,0,10.0,4
16,Delhi Capitals,HR Shokeen,4.0,0,43,1,10.75,10
16,Delhi Capitals,JP Behrendorff,3.0,0,23,3,7.67,8
16,Delhi Capitals,PP Chawla,4.0,0,22,3,5.5,9
16,Delhi Capitals,RP Meredith,3.4,0,34,2,9.27,9
16,Delhi Capitals,Tilak Varma,1.0,0,7,0,7.0,3
22,Kolkata Knight Riders,Arjun Tendulkar,2.0,0,17,0,8.5,5
22,Kolkata Knight Riders,C Green,2.0,0,20,1,10.0,5
22,Kolkata Knight Riders,D Jansen,4.0,0,53,1,13.25,6
22,Kolkata Knight Riders,HR Shokeen,4.0,0,34,2,8.5,7
22,Kolkata Knight Riders,PP Chawla,4.0,0,19,1,4.75,10
22,Kolkata Knight Riders,RP Meredith,4.0,0,40,1,10.0,9
25,Sunrisers Hyderabad,Arjun Tendulkar,2.5,0,18,1,6.35,7
25,Sunrisers Hyderabad,C Green,4.0,0,29,1,7.25,6
25,Sunrisers Hyderabad,HR Shokeen,1.0,0,12,0,12.0,1
25,Sunrisers Hyderabad,JP Behrendorff,4.0,0,37,2,9.25,7
25,Sunrisers Hyderabad,PP Chawla,4.0,0,43,2,10.75,5
25,Sunrisers Hyderabad,RP Meredith,4.0,0,33,2,8.25,9
31,Punjab Kings,Arjun Tendulkar,3.0,0,48,1,16.0,4
31,Punjab Kings,C Green,4.0,0,41,2,10.25,9
31,Punjab Kings,HR Shokeen,3.0,0,24,0,8.0,6
31,Punjab Kings,JC Archer,4.0,0,42,1,10.5,7
31,Punjab Kings,JP Behrendorff,3.0,0,41,1,13.67,6
31,Punjab Kings,PP Chawla,3.0,0,15,2,5.0,12
35,Gujarat Titans,Arjun Tendulkar,2.0,0,9,1,4.5,7
35,Gujarat Titans,C Green,2.0,0,39,0,19.5,0
35,Gujarat Titans,JP Behrendorff,4.0,0,37,1,9.25,8
35,Gujarat Titans,K Kartikeya,4.0,0,39,1,9.75,7
35,Gujarat Titans,PP Chawla,4.0,0,34,2,8.5,7
35,Gujarat Titans,RP Meredith,4.0,0,49,1,12.25,6
42,Rajasthan Royals,Arshad Khan,3.0,0,39,3,13.0,4
42,Rajasthan Royals,C Green,3.0,0,31,0,10.33,10
42,Rajasthan Royals,JC Archer,4.0,0,35,1,8.75,13
42,Rajasthan Royals,K Kartikeya,2.0,0,14,0,7.0,5
42,Rajasthan Royals,PP Chawla,4.0,0,34,2,8.5,11
42,Rajasthan Royals,RP Meredith,4.0,0,51,1,12.75,7
46,Punjab Kings,Akash Madhwal,3.0,0,37,0,12.33,1
46,Punjab Kings,Arshad Khan,4.0,0,48,1,12.0,9
46,Punjab Kings,C Green,2.0,0,15,0,7.5,7
46,Punjab Kings,JC Archer,4.0,0,56,0,14.0,3
46,Punjab Kings,K Kartikeya,3.0,0,24,0,8.0,2
46,Punjab Kings,PP Chawla,4.0,0,29,2,7.25,7
49,Chennai Super Kings,Akash Madhwal,1.0,0,4,1,4.0,2
49,Chennai Super Kings,Arshad Khan,1.4,0,28,0,16.8,3
49,Chennai Super Kings,C Green,1.0,0,10,0,10.0,4
49,Chennai Super Kings,JC Archer,4.0,0,24,0,6.0,10
49,Chennai Super Kings,PP Chawla,4.0,0,25,2,6.25,8
49,Chennai Super Kings,R Goyal,4.0,0,33,0,8.25,6
49,Chennai Super Kings,T Stubbs,2.0,0,14,1,7.0,3
54,Royal Challengers Bangalore,Akash Madhwal,2.0,0,23,0,11.5,1
54,Royal Challengers Bangalore,C Green,2.0,0,15,1,7.5,6
54,Royal Challengers Bangalore,CJ Jordan,4.0,0,48,1,12.0,7
54,Royal Challengers Bangalore,JP Behrendorff,4.0,0,36,3,9.0,9
54,Royal Challengers Bangalore,K Kartikeya,4.0,0,35,1,8.75,5
54,Royal Challengers Bangalore,PP Chawla,4.0,0,41,0,10.25,8
57,Gujarat Titans,Akash Madhwal,4.0,0,31,3,7.75,10
57,Gujarat Titans,C Green,1.0,0,13,0,13.0,3
57,Gujarat Titans,CJ Jordan,4.0,0,34,0,8.5,8
57,Gujarat Titans,JP Behrendorff,4.0,0,37,1,9.25,8
57,Gujarat Titans,K Kartikeya,3.0,0,37,2,12.33,8
57,Gujarat Titans,PP Chawla,4.0,0,36,2,9.0,7
63,Lucknow Super Giants,Akash Madhwal,4.0,0,30,0,7.5,6
63,Lucknow Super Giants,C Green,2.0,0,16,0,8.0,4
63,Lucknow Super Giants,CJ Jordan,4.0,0,50,0,12.5,7
63,Lucknow Super Giants,HR Shokeen,3.0,0,20,0,6.67,8
63,Lucknow Super Giants,JP Behrendorff,4.0,0,30,2,7.5,7
63,Lucknow Super Giants,PP Chawla,3.0,0,26,1,8.67,5
69,Sunrisers Hyderabad,Akash Madhwal,4.0,0,37,4,9.25,7
69,Sunrisers Hyderabad,C Green,1.0,0,2,0,2.0,1
69,Sunrisers Hyderabad,CJ Jordan,4.0,0,42,1,10.5,4
69,Sunrisers Hyderabad,JP Behrendorff,3.0,0,36,0,12.0,7
69,Sunrisers Hyderabad,K Kartikeya,4.0,0,39,0,9.75,6
69,Sunrisers Hyderabad,PP Chawla,4.0,0,39,0,9.75,4
72,Lucknow Super Giants,Akash Madhwal,3.3,0,5,5,1.43,16
72,Lucknow Super Giants,C Green,3.0,0,15,0,5.0,7
72,Lucknow Super Giants,CJ Jordan,2.0,1,7,1,3.5,9
72,Lucknow Super Giants,HR Shokeen,1.0,0,18,0,18.0,1
72,Lucknow Super Giants,JP Behrendorff,3.0,0,21,0,7.0,6
72,Lucknow Super Giants,PP Chawla,4.0,0,28,1,7.0,8
73,Gujarat Titans,Akash Madhwal,4.0,0,52,1,13.0,7
73,Gujarat Titans,C Green,3.0,0,35,0,11.67,3
73,Gujarat Titans,CJ Jordan,4.0,0,56,0,14.0,6
73,Gujarat Titans,JP Behrendorff,4.0,0,28,0,7.0,8
73,Gujarat Titans,K Kartikeya,2.0,0,15,0,7.5,1
73,Gujarat Titans,PP Chawla,3.0,0,45,1,15.0,0
