innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,SP Narine,36,5.5
1,Kolkata Knight Riders,2,N Rana,82,10.6
1,Kolkata Knight Riders,3,Shubman Gill,89,12.1
1,Kolkata Knight Riders,4,KD Karthik,106,14.1
1,Kolkata Knight Riders,5,AD Russell,115,15.2
1,Kolkata Knight Riders,6,PJ Cummins,149,18.6
2,Rajasthan Royals,1,SPD Smith,15,2.6
2,Rajasthan Royals,2,SV Samson,30,5.1
2,Rajasthan Royals,3,JC Buttler,39,7.1
2,Rajasthan Royals,4,RV Uthappa,41,8.1
2,Rajasthan Royals,5,R Parag,42,8.4
2,Rajasthan Royals,6,R Tewatia,66,11.5
2,Rajasthan Royals,7,S Gopal,81,14.5
2,Rajasthan Royals,8,JC Archer,88,15.4
2,Rajasthan Royals,9,JD Unadkat,106,18.6
