innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,T Kohli,7,12,YK Pathan,9,3,17,15
1,Rajasthan Royals,2,SR Watson,9,6,YK Pathan,1,2,10,8
1,Rajasthan Royals,3,SR Watson,12,9,M Kaif,1,6,14,15
1,Rajasthan Royals,4,M Kaif,4,6,DS Lehmann,1,2,6,8
1,Rajasthan Royals,5,RA Jadeja,4,10,M Kaif,4,7,10,17
1,Rajasthan Royals,6,M Rawat,2,4,RA Jadeja,12,6,14,10
1,Rajasthan Royals,7,D Salunkhe,7,6,RA Jadeja,13,7,22,13
1,Rajasthan Royals,8,SK Warne,14,13,D Salunkhe,3,4,17,17
1,Rajasthan Royals,9,SK Trivedi,3,7,D Salunkhe,16,10,19,17
2,Delhi Daredevils,1,G Gambhir,8,6,V Sehwag,12,4,20,10
2,Delhi Daredevils,2,S Dhawan,52,41,G Gambhir,50,40,112,81
