match_number,date,opponent,catches,stumpings,run_outs
13,2010-03-20,Kolkata Knight Riders,1,0,0
24,2010-03-28,Chennai Super Kings,0,0,1
29,2010-03-31,Delhi Daredevils,0,0,1
49,2010-04-14,Royal Challengers Bangalore,0,0,1
