match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2023-04-01,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",22,16,3,1,137.5,b NT Ellis,2
9,2023-04-06,Royal Challengers Bangalore,"Eden Gardens, Kolkata",57,44,6,3,129.55,c Akash Deep b KV Sharma,1
13,2023-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",15,12,1,1,125.0,c Yash Dayal b Mohammed Shami,1
19,2023-04-14,Sunrisers Hyderabad,"Eden Gardens, Kolkata",0,3,0,0,0.0,c Umran Malik b B Kumar,1
22,2023-04-16,Mumbai Indians,"Wankhede Stadium, Mumbai",8,12,0,0,66.67,c D Jansen b PP Chawla,1
39,2023-04-29,Gujarat Titans,"Eden Gardens, Kolkata",81,39,5,7,207.69,c Rashid Khan b Noor Ahmad,2
47,2023-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,1,0,0,0.0,c HC Brook b M Jansen,2
53,2023-05-08,Punjab Kings,"Eden Gardens, Kolkata",15,12,1,1,125.0,lbw b NT Ellis,2
56,2023-05-11,Rajasthan Royals,"Eden Gardens, Kolkata",18,12,1,2,150.0,c Sandeep Sharma b TA Boult,2
61,2023-05-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",1,4,0,0,25.0,c TU Deshpande b DL Chahar,2
68,2023-05-20,Lucknow Super Giants,"Eden Gardens, Kolkata",10,15,0,0,66.67,c Ravi Bishnoi b Yash Thakur,4
