match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2016-04-11,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",2.4,0,24,0,9.0,5,0,0
7,2016-04-15,Delhi Daredevils,Feroz Shah Kotla,2.0,0,10,0,5.0,6,1,0
10,2016-04-17,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,23,3,5.75,7,0,0
13,2016-04-19,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.1,0,29,0,9.16,7,1,0
18,2016-04-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3.0,0,20,1,6.67,8,3,0
21,2016-04-25,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,38,3,9.5,7,2,0
28,2016-05-01,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,32,3,8.0,7,0,0
32,2016-05-04,Kolkata Knight Riders,Eden Gardens,4.0,0,39,0,9.75,4,0,0
36,2016-05-07,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,21,0,5.25,12,0,0
39,2016-05-09,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.0,0,33,0,11.0,4,3,0
43,2016-05-13,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,26,2,6.5,15,1,0
46,2016-05-15,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.4,0,40,0,10.91,3,1,0
50,2016-05-18,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,33,0,11.0,4,0,0
53,2016-05-21,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,39,1,9.75,8,1,0
