match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2011-04-10,Pune Warriors,Dr DY Patil Sports Academy,1,3,0,0,33.33,c RV Uthappa b AC Thomas,1
9,2011-04-13,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",19,15,2,0,126.67,c S Randiv b JA Morkel,2
15,2011-04-16,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",61,46,5,3,132.61,c DB Ravi Teja b A Mishra,1
23,2011-04-21,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",28,16,4,1,175.0,c SW Tait b SR Watson,1
26,2011-04-23,Delhi Daredevils,Feroz Shah Kotla,42,33,8,1,127.27,b VR Aaron,1
37,2011-04-30,Kolkata Knight Riders,Eden Gardens,26,27,3,1,96.3,b Iqbal Abdulla,1
40,2011-05-02,Mumbai Indians,Wankhede Stadium,0,2,0,0,0.0,lbw b Harbhajan Singh,2
47,2011-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,1,0,0,0.0,run out (AUK Pathan),1
51,2011-05-08,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",3,8,0,0,37.5,c AA Jhunjhunwala b R Sharma,1
54,2011-05-10,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",28,28,2,1,100.0,c AT Rayudu b SL Malinga,2
57,2011-05-13,Kochi Tuskers Kerala,Holkar Cricket Stadium,9,15,1,0,60.0,c PA Patel b RP Singh,1
60,2011-05-15,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,9,9,2,0,100.0,c DA Warner b M Morkel,2
63,2011-05-17,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,106,55,8,9,192.73,c CH Gayle b CK Langeveldt,2
67,2011-05-21,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,51,37,6,2,137.84,c CL White b DT Christian,2
