innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,Priyansh Arya,39,4.2
1,Punjab Kings,2,SS Iyer,39,4.4
1,Punjab Kings,3,JP Inglis,42,5.5
1,Punjab Kings,4,P Simran Singh,54,6.6
1,Punjab Kings,5,N Wadhera,74,9.4
1,Punjab Kings,6,GJ Maxwell,76,10.1
1,Punjab Kings,7,Suryansh Shedge,80,11.1
1,Punjab Kings,8,M Jansen,86,11.6
1,Punjab Kings,9,Shashank Singh,109,16.1
1,Punjab Kings,10,XC Bartlett,111,16.3
2,Kolkata Knight Riders,1,SP Narine,7,1.6
2,Kolkata Knight Riders,2,Q de Kock,7,2.2
2,Kolkata Knight Riders,3,AM Rahane,62,8.4
2,Kolkata Knight Riders,4,A Raghuvanshi,72,10.1
2,Kolkata Knight Riders,5,VR Iyer,74,11.4
2,Kolkata Knight Riders,6,RK Singh,76,12.3
2,Kolkata Knight Riders,7,Ramandeep Singh,76,12.4
2,Kolkata Knight Riders,8,Harshit Rana,79,13.5
2,Kolkata Knight Riders,9,VG Arora,95,15.6
2,Kolkata Knight Riders,10,AD Russell,95,16.1
