match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2012-04-04,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",3,8,0,0,37.5,c PP Ojha b KA Pollard,5
6,2012-04-07,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,3,0,0,66.67,not out,8
11,2012-04-10,Delhi Daredevils,Feroz Shah Kotla,2,3,0,0,66.67,not out,8
13,2012-04-12,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",28,7,2,3,400.0,c MA Agarwal b R Vinay Kumar,6
16,2012-04-14,Pune Warriors,Subrata Roy Sahara Stadium,3,3,0,0,100.0,not out,6
37,2012-04-28,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",8,9,0,0,88.89,c SE Marsh b Azhar Mahmood,8
41,2012-04-30,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",13,8,0,0,162.5,not out,7
46,2012-05-04,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",13,9,1,0,144.44,b AA Jhunjhunwala,5
49,2012-05-06,Mumbai Indians,Wankhede Stadium,3,3,0,0,100.0,b RP Singh,6
56,2012-05-10,Rajasthan Royals,Sawai Mansingh Stadium,18,6,1,2,300.0,not out,7
66,2012-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,14,8,1,1,175.0,c P Kumar b Azhar Mahmood,7
75,2012-05-25,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",0,1,0,0,0.0,c NV Ojha b UT Yadav,5
