match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2008-04-19,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",3.0,0,35,0,11.67,5,1,0
6,2008-04-21,Rajasthan Royals,Sawai Mansingh Stadium,3.1,0,38,1,12.0,9,3,2
10,2008-04-25,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",4.0,0,31,2,7.75,12,0,2
13,2008-04-27,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",2.0,0,25,0,12.5,1,0,0
19,2008-05-01,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,33,1,8.25,9,1,0
22,2008-05-03,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",4.0,0,25,2,6.25,13,1,0
25,2008-05-05,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,16,2,4.0,17,2,0
31,2008-05-10,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,29,2,7.25,10,3,0
34,2008-05-12,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",4.0,0,29,3,7.25,10,1,0
40,2008-05-17,Delhi Daredevils,Feroz Shah Kotla,3.0,0,33,0,11.0,7,4,0
45,2008-05-21,Mumbai Indians,Wankhede Stadium,4.0,0,35,2,8.75,11,3,0
48,2008-05-23,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",4.0,0,29,1,7.25,10,0,0
52,2008-05-25,Kolkata Knight Riders,Eden Gardens,4.0,0,33,2,8.25,10,0,0
56,2008-05-28,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",3.0,0,44,1,14.67,5,1,0
58,2008-05-31,Chennai Super Kings,Wankhede Stadium,1.0,0,7,0,7.0,3,1,0
