innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,extras,total_runs,total_balls
1,Mumbai Indians,1,RD Rickelton,2,4,RG Sharma,2,2,0,4,6
1,Mumbai Indians,2,RG Sharma,20,8,Naman Dhir,1,3,3,24,11
1,Mumbai Indians,3,SA Yadav,0,1,Naman Dhir,0,0,0,0,1
1,Mumbai Indians,4,Naman Dhir,46,29,Tilak Varma,34,28,2,82,57
1,Mumbai Indians,5,WG Jacks,10,10,Tilak Varma,11,7,1,22,17
1,Mumbai Indians,6,RA Bawa,11,9,Tilak Varma,12,7,0,23,16
1,Mumbai Indians,7,RA Bawa,5,5,C Bosch,1,1,0,6,6
1,Mumbai Indians,8,C Bosch,4,4,DL Chahar,1,2,0,5,6
2,Royal Challengers Bengaluru,1,JG Bethell,9,3,V Kohli,0,1,1,10,4
2,Royal Challengers Bengaluru,2,D Padikkal,12,11,JG Bethell,2,3,0,14,14
2,Royal Challengers Bengaluru,3,JG Bethell,3,5,RM Patidar,8,8,4,15,13
2,Royal Challengers Bengaluru,4,KH Pandya,41,26,JG Bethell,13,16,1,55,42
2,Royal Challengers Bengaluru,5,JM Sharma,18,12,KH Pandya,17,10,2,37,22
2,Royal Challengers Bengaluru,6,TH David,0,1,KH Pandya,0,0,0,0,1
2,Royal Challengers Bengaluru,7,KH Pandya,15,10,R Shepherd,2,2,1,18,12
2,Royal Challengers Bengaluru,8,R Shepherd,2,9,Rasikh Salam,1,1,5,8,9
2,Royal Challengers Bengaluru,9,B Kumar,7,2,Rasikh Salam,2,1,1,10,3
