innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,10,5,Mumbai Indians,KH Pandya,AM Ghazanfar,TM Srivastava,wicket,struck down,False
2,19,4,Mumbai Indians,R Shepherd,JJ Bumrah,R Pandit,wicket,struck down,False
