innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,35,3,30,7.0,3,11
1,Mumbai Indians,middle,78,1,54,8.67,7,12
1,Mumbai Indians,powerplay,53,3,36,8.83,8,15
2,Royal Challengers Bengaluru,death,49,4,30,9.8,5,13
2,Royal Challengers Bengaluru,middle,71,1,54,7.89,7,14
2,Royal Challengers Bengaluru,powerplay,47,3,36,7.83,6,16
