innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,B Kumar,4.0,0,23,4,5.75,12,1,0
1,Royal Challengers Bengaluru,JR Hazlewood,4.0,0,33,1,8.25,10,1,0
1,Royal Challengers Bengaluru,KH Pandya,3.0,0,26,0,8.67,1,1,0
1,Royal Challengers Bengaluru,R Shepherd,3.0,0,18,1,6.0,8,0,0
1,Royal Challengers Bengaluru,Rasikh Salam,4.0,0,42,1,10.5,6,0,0
1,Royal Challengers Bengaluru,Suyash Sharma,2.0,0,21,0,10.5,1,0,0
2,Mumbai Indians,AM Ghazanfar,3.0,0,33,1,11.0,4,0,0
2,Mumbai Indians,C Bosch,4.0,1,26,4,6.5,14,0,0
2,Mumbai Indians,DL Chahar,4.0,0,33,2,8.25,10,2,0
2,Mumbai Indians,JJ Bumrah,4.0,0,20,0,5.0,8,2,0
2,Mumbai Indians,RA Bawa,3.0,0,39,1,13.0,4,5,1
2,Mumbai Indians,WG Jacks,2.0,0,13,0,6.5,3,1,0
