innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,RD Rickelton,2,4,0,0,50.0,c RM Patidar b B Kumar,1
1,Mumbai Indians,RG Sharma,22,10,2,2,220.0,c JM Sharma b B Kumar,2
1,Mumbai Indians,Naman Dhir,47,32,5,2,146.88,b Rasikh Salam,3
1,Mumbai Indians,SA Yadav,0,1,0,0,0.0,c V Kohli b B Kumar,4
1,Mumbai Indians,Tilak Varma,57,42,3,2,135.71,b B Kumar,5
1,Mumbai Indians,WG Jacks,10,10,1,0,100.0,c JG Bethell b R Shepherd,6
1,Mumbai Indians,RA Bawa,16,14,1,0,114.29,c RM Patidar b JR Hazlewood,7
1,Mumbai Indians,C Bosch,5,5,0,0,100.0,not out,8
1,Mumbai Indians,DL Chahar,1,2,0,0,50.0,not out,9
2,Royal Challengers Bengaluru,JG Bethell,27,27,2,0,100.0,c Tilak Varma b C Bosch,1
2,Royal Challengers Bengaluru,V Kohli,0,1,0,0,0.0,c RA Bawa b DL Chahar,2
2,Royal Challengers Bengaluru,D Padikkal,12,11,1,1,109.09,c RD Rickelton b DL Chahar,3
2,Royal Challengers Bengaluru,RM Patidar,8,8,1,0,100.0,c RD Rickelton b C Bosch,4
2,Royal Challengers Bengaluru,KH Pandya,73,46,4,5,158.7,c Tilak Varma b AM Ghazanfar,5
2,Royal Challengers Bengaluru,JM Sharma,18,12,1,2,150.0,c Naman Dhir b C Bosch,6
2,Royal Challengers Bengaluru,TH David,0,1,0,0,0.0,c RD Rickelton b C Bosch,7
2,Royal Challengers Bengaluru,R Shepherd,4,11,0,0,36.36,c Tilak Varma b RA Bawa,8
2,Royal Challengers Bengaluru,Rasikh Salam,3,2,0,0,150.0,not out,9
2,Royal Challengers Bengaluru,B Kumar,7,2,0,1,350.0,not out,10
