innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RD Rickelton,4,1.6
1,Mumbai Indians,2,RG Sharma,28,3.5
1,Mumbai Indians,3,SA Yadav,28,3.6
1,Mumbai Indians,4,Naman Dhir,110,13.3
1,Mumbai Indians,5,WG Jacks,132,16.2
1,Mumbai Indians,6,Tilak Varma,155,18.6
1,Mumbai Indians,7,RA Bawa,161,19.6
2,Royal Challengers Bengaluru,1,V Kohli,10,1.4
2,Royal Challengers Bengaluru,2,D Padikkal,24,3.6
2,Royal Challengers Bengaluru,3,RM Patidar,39,6.1
2,Royal Challengers Bengaluru,4,JG Bethell,94,13.1
2,Royal Challengers Bengaluru,5,JM Sharma,131,16.5
2,Royal Challengers Bengaluru,6,TH David,131,16.6
2,Royal Challengers Bengaluru,7,KH Pandya,149,18.6
2,Royal Challengers Bengaluru,8,R Shepherd,157,20.3
