match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2025-03-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,36,2,9.0,11,0,0
13,2025-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,43,3,10.75,8,2,0
18,2025-04-05,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,35,1,8.75,10,1,0
22,2025-04-08,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,39,0,9.75,6,1,0
27,2025-04-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,37,1,9.25,10,1,0
31,2025-04-15,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",3.0,1,11,1,3.67,9,0,0
34,2025-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.0,0,23,2,7.67,8,0,0
37,2025-04-20,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",3.0,0,26,1,8.67,6,0,0
49,2025-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.2,0,25,2,7.5,12,6,0
54,2025-05-04,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,16,3,4.0,14,1,0
59,2025-05-18,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,60,0,15.0,9,1,0
66,2025-05-24,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",4.0,0,35,0,8.75,6,0,0
69,2025-05-26,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",4.0,0,28,2,7.0,11,0,0
71,2025-05-29,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2.0,0,20,0,10.0,2,0,0
73,2025-06-01,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",4.0,0,44,0,11.0,4,2,0
74,2025-06-03,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",4.0,0,40,3,10.0,8,2,0
