innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,MS Bisla,4,7,1,0,57.14,b UT Yadav,1
1,Kolkata Knight Riders,G Gambhir,0,0,0,0,0.0,run out (IK Pathan),2
1,Kolkata Knight Riders,YK Pathan,20,16,2,1,125.0,c IK Pathan b M Morkel,3
1,Kolkata Knight Riders,JH Kallis,12,15,2,0,80.0,c BJ Rohrer b IK Pathan,4
1,Kolkata Knight Riders,EJG Morgan,10,9,2,0,111.11,c UT Yadav b S Nadeem,5
1,Kolkata Knight Riders,DB Das,18,26,1,1,69.23,c KM Jadhav b A Nehra,6
1,Kolkata Knight Riders,R Bhatia,26,26,2,0,100.0,not out,7
1,Kolkata Knight Riders,S Narwal,23,15,4,0,153.33,c UBT Chand b UT Yadav,8
1,Kolkata Knight Riders,B Lee,16,6,0,2,266.67,not out,9
2,Delhi Daredevils,DPMD Jayawardene,5,8,0,0,62.5,c JH Kallis b L Balaji,1
2,Delhi Daredevils,V Sehwag,17,15,3,0,113.33,c YK Pathan b JH Kallis,2
2,Delhi Daredevils,UBT Chand,37,39,4,0,94.87,c L Balaji b B Lee,3
2,Delhi Daredevils,DA Warner,66,42,6,3,157.14,not out,4
2,Delhi Daredevils,BJ Rohrer,10,3,0,1,333.33,not out,5
