innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,MS Bisla,4,2,G Gambhir,0,0,4,2
1,Kolkata Knight Riders,2,YK Pathan,11,7,MS Bisla,0,5,12,12
1,Kolkata Knight Riders,3,JH Kallis,11,12,YK Pathan,9,9,21,21
1,Kolkata Knight Riders,4,JH Kallis,1,2,EJG Morgan,10,9,11,11
1,Kolkata Knight Riders,5,DB Das,2,4,JH Kallis,0,1,2,5
1,Kolkata Knight Riders,6,R Bhatia,14,19,DB Das,16,22,34,41
1,Kolkata Knight Riders,7,S Narwal,23,15,R Bhatia,6,3,30,18
1,Kolkata Knight Riders,8,R Bhatia,6,4,B Lee,16,6,22,10
2,Delhi Daredevils,1,DPMD Jayawardene,5,7,V Sehwag,17,15,23,22
2,Delhi Daredevils,2,UBT Chand,4,2,DPMD Jayawardene,0,1,4,3
2,Delhi Daredevils,3,DA Warner,61,39,UBT Chand,33,37,95,76
2,Delhi Daredevils,4,DA Warner,5,3,BJ Rohrer,10,3,15,6
