innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,DA Warner,85,10.5
1,Sunrisers Hyderabad,2,KS Williamson,91,12.3
1,Sunrisers Hyderabad,3,Yuvraj Singh,176,20.4
2,Mumbai Indians,1,PA Patel,5,1.6
2,Mumbai Indians,2,RG Sharma,5,2.1
2,Mumbai Indians,3,AT Rayudu,28,4.4
2,Mumbai Indians,4,JC Buttler,30,4.6
2,Mumbai Indians,5,KH Pandya,30,5.2
2,Mumbai Indians,6,KA Pollard,49,9.4
2,Mumbai Indians,7,HH Pandya,50,10.1
2,Mumbai Indians,8,TG Southee,58,12.1
2,Mumbai Indians,9,MJ McClenaghan,78,14.6
2,Mumbai Indians,10,JJ Bumrah,92,17.3
