match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2013-04-03,Kolkata Knight Riders,Eden Gardens,66,52,8,1,126.92,c SP Narine b B Lee,3
4,2013-04-06,Rajasthan Royals,Feroz Shah Kotla,19,16,1,0,118.75,c AM Rahane b R Shukla,3
10,2013-04-09,Mumbai Indians,Wankhede Stadium,3,6,0,0,50.0,c KD Karthik b MG Johnson,3
14,2013-04-12,Sunrisers Hyderabad,Feroz Shah Kotla,12,14,1,1,85.71,c DW Steyn b I Sharma,3
21,2013-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,28,31,2,0,90.32,run out (R Vinay Kumar),4
24,2013-04-18,Chennai Super Kings,Feroz Shah Kotla,6,11,1,0,54.55,lbw b CH Morris,4
28,2013-04-21,Mumbai Indians,Feroz Shah Kotla,59,43,8,1,137.21,lbw b SL Malinga,1
32,2013-04-23,Kings XI Punjab,Feroz Shah Kotla,4,4,1,0,100.0,c DJ Hussey b P Kumar,1
39,2013-04-28,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,12,17,2,0,70.59,c LJ Wright b AB Dinda,1
44,2013-05-01,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,5,8,0,0,62.5,c JH Kallis b L Balaji,1
48,2013-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",11,12,1,1,91.67,lbw b I Sharma,1
52,2013-05-07,Rajasthan Royals,Sawai Mansingh Stadium,34,31,4,1,109.68,c R Dravid b SK Trivedi,1
57,2013-05-10,Royal Challengers Bangalore,Feroz Shah Kotla,19,13,4,0,146.15,b JD Unadkat,1
67,2013-05-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,39,42,3,1,92.86,c M Vohra b Sandeep Sharma,1
71,2013-05-19,Pune Warriors,Subrata Roy Sahara Stadium,14,13,3,0,107.69,c LJ Wright b AG Murtaza,1
