innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,64,1,30,12.8,11,9
1,Chennai Super Kings,middle,88,3,54,9.78,9,14
1,Chennai Super Kings,powerplay,57,1,36,9.5,8,16
2,Punjab Kings,death,47,2,22,12.82,8,6
2,Punjab Kings,middle,95,2,54,10.56,12,12
2,Punjab Kings,powerplay,68,1,36,11.33,12,15
