innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,RS Bopara,1,4,0,0,25.0,lbw b Z Khan,1
1,Kings XI Punjab,SE Marsh,57,47,6,1,121.28,b SL Malinga,2
1,Kings XI Punjab,MS Bisla,11,10,1,0,110.0,c Z Khan b SL Malinga,3
1,Kings XI Punjab,DPMD Jayawardene,20,18,2,0,111.11,"run out (SL Malinga, AT Rayudu)",4
1,Kings XI Punjab,Yuvraj Singh,2,3,0,0,66.67,c Harbhajan Singh b DJ Bravo,5
1,Kings XI Punjab,IK Pathan,18,14,1,0,128.57,c Harbhajan Singh b SL Malinga,6
1,Kings XI Punjab,B Lee,3,3,0,0,100.0,c KA Pollard b Z Khan,7
1,Kings XI Punjab,K Goel,1,3,0,0,33.33,b SL Malinga,8
1,Kings XI Punjab,PP Chawla,22,13,3,0,169.23,run out (R McLaren),9
1,Kings XI Punjab,VS Malik,6,5,1,0,120.0,b Z Khan,10
1,Kings XI Punjab,SJ Srivastava,1,1,0,0,100.0,not out,11
2,Mumbai Indians,S Dhawan,50,40,6,0,125.0,c SE Marsh b RS Bopara,1
2,Mumbai Indians,SR Tendulkar,11,15,2,0,73.33,c IK Pathan b PP Chawla,2
2,Mumbai Indians,KA Pollard,20,13,2,1,153.85,c RS Bopara b IK Pathan,3
2,Mumbai Indians,SS Tiwary,31,23,1,2,134.78,c K Goel b RS Bopara,4
2,Mumbai Indians,AT Rayudu,9,12,1,0,75.0,c Yuvraj Singh b SJ Srivastava,5
2,Mumbai Indians,DJ Bravo,8,4,0,1,200.0,c & b RS Bopara,6
2,Mumbai Indians,R Sathish,17,9,2,0,188.89,not out,7
2,Mumbai Indians,Harbhajan Singh,1,1,0,0,100.0,not out,8
