innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,RS Bopara,5,2.2
1,Kings XI Punjab,2,MS Bisla,40,5.4
1,Kings XI Punjab,3,DPMD Jayawardene,89,11.4
1,Kings XI Punjab,4,Yuvraj Singh,92,12.2
1,Kings XI Punjab,5,IK Pathan,124,16.5
1,Kings XI Punjab,6,SE Marsh,124,16.6
1,Kings XI Punjab,7,B Lee,129,17.4
1,Kings XI Punjab,8,K Goel,133,18.2
1,Kings XI Punjab,9,VS Malik,150,19.6
1,Kings XI Punjab,10,PP Chawla,163,20.6
2,Mumbai Indians,1,SR Tendulkar,42,6.2
2,Mumbai Indians,2,KA Pollard,82,10.6
2,Mumbai Indians,3,S Dhawan,91,12.4
2,Mumbai Indians,4,AT Rayudu,122,16.5
2,Mumbai Indians,5,DJ Bravo,133,17.6
2,Mumbai Indians,6,SS Tiwary,158,19.6
