match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2018-04-09,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1.0,0,9,0,9.0,3,0,0
6,2018-04-11,Delhi Daredevils,Sawai Mansingh Stadium,1.0,0,10,0,10.0,2,0,0
11,2018-04-15,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,36,1,9.0,8,0,0
15,2018-04-18,Kolkata Knight Riders,Sawai Mansingh Stadium,4.0,0,23,2,5.75,12,0,0
17,2018-04-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,3.0,0,35,0,11.67,3,0,0
21,2018-04-22,Mumbai Indians,Sawai Mansingh Stadium,3.0,0,20,0,6.67,5,0,0
28,2018-04-29,Sunrisers Hyderabad,Sawai Mansingh Stadium,4.0,0,18,2,4.5,10,0,0
32,2018-05-02,Delhi Daredevils,Arun Jaitley Stadium,2.0,0,27,0,13.5,2,0,0
38,2018-05-06,Kings XI Punjab,Holkar Cricket Stadium,3.0,0,18,1,6.0,11,1,0
40,2018-05-08,Kings XI Punjab,Sawai Mansingh Stadium,3.0,0,12,2,4.0,9,1,0
43,2018-05-11,Chennai Super Kings,Sawai Mansingh Stadium,3.0,0,28,0,9.33,2,0,0
47,2018-05-13,Mumbai Indians,Wankhede Stadium,2.0,0,23,0,11.5,5,2,0
49,2018-05-15,Kolkata Knight Riders,Eden Gardens,2.0,0,32,0,16.0,1,0,0
53,2018-05-19,Royal Challengers Bangalore,Sawai Mansingh Stadium,2.0,0,6,1,3.0,5,0,0
58,2018-05-23,Kolkata Knight Riders,Eden Gardens,3.0,0,15,2,5.0,9,0,0
