match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2018-04-09,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,0,2,0,0,0.0,c WP Saha b S Kaul,7
6,2018-04-11,Delhi Daredevils,Sawai Mansingh Stadium,2,1,0,0,200.0,not out,7
15,2018-04-18,Kolkata Knight Riders,Sawai Mansingh Stadium,12,7,0,1,171.43,c Shivam Mavi b TK Curran,7
17,2018-04-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,1,2,0,0,50.0,c MS Dhoni b SR Watson,8
21,2018-04-22,Mumbai Indians,Sawai Mansingh Stadium,33,11,4,2,300.0,not out,8
28,2018-04-29,Sunrisers Hyderabad,Sawai Mansingh Stadium,8,5,1,0,160.0,c S Dhawan b Basil Thampi,7
32,2018-05-02,Delhi Daredevils,Arun Jaitley Stadium,18,6,2,1,300.0,not out,6
38,2018-05-06,Kings XI Punjab,Holkar Cricket Stadium,5,3,1,0,166.67,c MP Stoinis b AS Rajpoot,8
40,2018-05-08,Kings XI Punjab,Sawai Mansingh Stadium,8,6,0,1,133.33,c MK Tiwary b MP Stoinis,3
43,2018-05-11,Chennai Super Kings,Sawai Mansingh Stadium,13,4,0,2,325.0,c MS Dhoni b DJ Willey,7
49,2018-05-15,Kolkata Knight Riders,Eden Gardens,3,5,0,0,60.0,c KD Karthik b Shivam Mavi,7
53,2018-05-19,Royal Challengers Bangalore,Sawai Mansingh Stadium,14,5,0,2,280.0,run out (),6
58,2018-05-23,Kolkata Knight Riders,Eden Gardens,9,7,1,0,128.57,not out,6
