innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,52,3,34,9.18,7,10
1,Kolkata Knight Riders,middle,45,2,33,8.18,6,13
1,Kolkata Knight Riders,powerplay,32,2,29,6.62,4,17
2,Royal Challengers Bangalore,death,66,1,34,11.65,9,5
2,Royal Challengers Bangalore,middle,26,1,33,4.73,2,14
2,Royal Challengers Bangalore,powerplay,32,2,29,6.62,6,17
