innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,3,Rajasthan Royals,MR Marsh,JC Archer,P Joshi,wicket,struck down,False
2,17,3,Lucknow Super Giants,D Ferreira,Prince Yadav,AT Holdstock,wicket,struck down,False
