innings,team,over,ball,batter,bowler,non_striker,batter_runs,extra_runs,total_runs,is_boundary,non_boundary_run,extra_type,wides,noballs,byes,legbyes,penalty,is_wicket,wicket_kind,player_out,fielder,phase
1,Lucknow Super Giants,1,1,MR Marsh,JC Archer,JP Inglis,0,1,1,False,False,legbyes,0,0,0,1,0,False,,,,powerplay
1,Lucknow Super Giants,1,2,JP Inglis,JC Archer,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,3,JP Inglis,JC Archer,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,4,JP Inglis,JC Archer,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,5,MR Marsh,JC Archer,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,6,MR Marsh,JC Archer,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,1.wides,JP Inglis,SS Mishra,MR Marsh,0,1,1,False,False,wides,1,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,1,JP Inglis,SS Mishra,MR Marsh,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,2.wides,JP Inglis,SS Mishra,MR Marsh,0,1,1,False,False,wides,1,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,2,JP Inglis,SS Mishra,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,3,JP Inglis,SS Mishra,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,4,JP Inglis,SS Mishra,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,5,JP Inglis,SS Mishra,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,6,JP Inglis,SS Mishra,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,1,JP Inglis,JC Archer,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,2,JP Inglis,JC Archer,MR Marsh,3,0,3,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,3,MR Marsh,JC Archer,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,4,MR Marsh,JC Archer,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,5,MR Marsh,JC Archer,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,6,JP Inglis,JC Archer,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,1,JP Inglis,Sandeep Sharma,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,2,JP Inglis,Sandeep Sharma,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,3,JP Inglis,Sandeep Sharma,MR Marsh,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,4,JP Inglis,Sandeep Sharma,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,5,MR Marsh,Sandeep Sharma,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,6,JP Inglis,Sandeep Sharma,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,1,MR Marsh,Brijesh Sharma,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,2,MR Marsh,Brijesh Sharma,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,3,MR Marsh,Brijesh Sharma,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,4,MR Marsh,Brijesh Sharma,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,5,MR Marsh,Brijesh Sharma,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,6,MR Marsh,Brijesh Sharma,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,1,JP Inglis,Sandeep Sharma,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,2,MR Marsh,Sandeep Sharma,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,3,JP Inglis,Sandeep Sharma,MR Marsh,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,4,JP Inglis,Sandeep Sharma,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,5,JP Inglis,Sandeep Sharma,MR Marsh,2,0,2,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,6,JP Inglis,Sandeep Sharma,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,7,1,JP Inglis,Yash Raj Punja,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,2,JP Inglis,Yash Raj Punja,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,3,MR Marsh,Yash Raj Punja,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,4,MR Marsh,Yash Raj Punja,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,5,MR Marsh,Yash Raj Punja,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,6,JP Inglis,Yash Raj Punja,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,1,MR Marsh,Brijesh Sharma,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,2,JP Inglis,Brijesh Sharma,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,3,MR Marsh,Brijesh Sharma,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,4,MR Marsh,Brijesh Sharma,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,5,JP Inglis,Brijesh Sharma,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,6,MR Marsh,Brijesh Sharma,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,1,JP Inglis,Yash Raj Punja,MR Marsh,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,2,JP Inglis,Yash Raj Punja,MR Marsh,0,0,0,False,False,,0,0,0,0,0,True,bowled,JP Inglis,,middle
1,Lucknow Super Giants,9,3,N Pooran,Yash Raj Punja,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,4,N Pooran,Yash Raj Punja,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,5,N Pooran,Yash Raj Punja,MR Marsh,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,6,N Pooran,Yash Raj Punja,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,1.wides,N Pooran,SS Mishra,MR Marsh,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,1.wides,N Pooran,SS Mishra,MR Marsh,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,1.wides,N Pooran,SS Mishra,MR Marsh,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,1,N Pooran,SS Mishra,MR Marsh,0,1,1,False,False,legbyes,0,0,0,1,0,False,,,,middle
1,Lucknow Super Giants,10,2,MR Marsh,SS Mishra,N Pooran,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,3,MR Marsh,SS Mishra,N Pooran,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,4,N Pooran,SS Mishra,MR Marsh,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,5,N Pooran,SS Mishra,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,6,N Pooran,SS Mishra,MR Marsh,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,1,MR Marsh,MD Shanaka,N Pooran,2,0,2,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,2,MR Marsh,MD Shanaka,N Pooran,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,3,MR Marsh,MD Shanaka,N Pooran,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,4,MR Marsh,MD Shanaka,N Pooran,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,5.wides,N Pooran,MD Shanaka,MR Marsh,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,5,N Pooran,MD Shanaka,MR Marsh,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,6,MR Marsh,MD Shanaka,N Pooran,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,1,MR Marsh,SS Mishra,N Pooran,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
