match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
2,Mumbai Indians,AS Roy,1.1,0,15,0,12.86,1
2,Mumbai Indians,B Muzarabani,3.0,0,34,0,11.33,6
2,Mumbai Indians,CV Varun,4.0,0,48,0,12.0,5
2,Mumbai Indians,Kartik Tyagi,4.0,0,43,1,10.75,8
2,Mumbai Indians,SP Narine,3.0,0,30,1,10.0,6
2,Mumbai Indians,VG Arora,4.0,0,52,1,13.0,7
6,Sunrisers Hyderabad,AS Roy,2.0,0,16,1,8.0,4
6,Sunrisers Hyderabad,B Muzarabani,4.0,0,41,4,10.25,6
6,Sunrisers Hyderabad,CV Varun,2.0,0,31,0,15.5,1
6,Sunrisers Hyderabad,Kartik Tyagi,4.0,0,48,1,12.0,6
6,Sunrisers Hyderabad,SP Narine,4.0,0,39,0,9.75,6
6,Sunrisers Hyderabad,VG Arora,4.0,0,47,2,11.75,9
15,Lucknow Super Giants,AS Roy,4.0,0,32,2,8.0,8
15,Lucknow Super Giants,C Green,2.0,0,28,1,14.0,4
15,Lucknow Super Giants,Kartik Tyagi,3.0,0,31,1,10.33,6
15,Lucknow Super Giants,Navdeep Saini,3.0,0,37,0,12.33,5
15,Lucknow Super Giants,SP Narine,4.0,0,13,1,3.25,14
15,Lucknow Super Giants,VG Arora,4.0,0,38,2,9.5,11
22,Chennai Super Kings,AS Roy,3.0,0,21,1,7.0,9
22,Chennai Super Kings,C Green,2.0,0,30,0,15.0,2
22,Chennai Super Kings,CV Varun,3.0,0,26,0,8.67,6
22,Chennai Super Kings,Kartik Tyagi,4.0,0,35,2,8.75,9
22,Chennai Super Kings,SP Narine,4.0,0,21,1,5.25,9
22,Chennai Super Kings,VG Arora,4.0,0,55,1,13.75,7
25,Gujarat Titans,AS Roy,3.0,0,37,0,12.33,3
25,Gujarat Titans,CV Varun,4.0,0,34,2,8.5,5
25,Gujarat Titans,Kartik Tyagi,4.0,0,40,0,10.0,7
25,Gujarat Titans,Ramandeep Singh,0.4,0,5,1,7.5,1
25,Gujarat Titans,SP Narine,4.0,0,28,1,7.0,11
25,Gujarat Titans,VG Arora,4.0,0,35,1,8.75,6
28,Rajasthan Royals,C Green,2.0,0,27,0,13.5,5
28,Rajasthan Royals,CV Varun,4.0,0,14,3,3.5,12
28,Rajasthan Royals,Kartik Tyagi,4.0,0,22,3,5.5,12
28,Rajasthan Royals,Ramandeep Singh,2.0,0,26,0,13.0,0
28,Rajasthan Royals,SP Narine,4.0,0,26,2,6.5,13
28,Rajasthan Royals,VG Arora,4.0,0,37,0,9.25,5
38,Lucknow Super Giants,AS Roy,2.0,0,19,1,9.5,2
38,Lucknow Super Giants,C Green,2.0,0,12,1,6.0,6
38,Lucknow Super Giants,CV Varun,4.0,0,33,2,8.25,10
38,Lucknow Super Giants,Kartik Tyagi,4.0,0,41,1,10.25,9
38,Lucknow Super Giants,SP Narine,4.0,0,23,1,5.75,7
38,Lucknow Super Giants,VG Arora,4.0,0,24,2,6.0,11
45,Sunrisers Hyderabad,AS Roy,1.0,0,8,1,8.0,3
45,Sunrisers Hyderabad,C Green,3.0,0,34,1,11.33,8
45,Sunrisers Hyderabad,CV Varun,4.0,0,36,3,9.0,10
45,Sunrisers Hyderabad,Kartik Tyagi,4.0,0,30,2,7.5,9
45,Sunrisers Hyderabad,SP Narine,4.0,0,31,2,7.75,12
45,Sunrisers Hyderabad,VG Arora,3.0,0,25,1,8.33,6
