innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,JD Unadkat,4.0,0,29,2,7.25,7,0,0
1,Delhi Daredevils,JP Duminy,3.0,0,13,0,4.33,9,0,0
1,Delhi Daredevils,LR Shukla,1.0,0,5,0,5.0,4,0,0
1,Delhi Daredevils,Mohammed Shami,4.0,0,36,0,9.0,7,0,0
1,Delhi Daredevils,S Nadeem,4.0,0,19,1,4.75,9,1,0
1,Delhi Daredevils,WD Parnell,4.0,0,17,1,4.25,17,2,1
2,Mumbai Indians,CJ Anderson,2.0,0,16,1,8.0,2,0,0
2,Mumbai Indians,Harbhajan Singh,4.0,0,23,0,5.75,10,0,0
2,Mumbai Indians,PP Ojha,4.0,0,26,0,6.5,8,0,0
2,Mumbai Indians,RG Sharma,2.0,0,20,1,10.0,4,0,0
2,Mumbai Indians,SL Malinga,4.0,0,17,2,4.25,14,1,0
2,Mumbai Indians,Z Khan,2.5,0,17,0,6.0,7,0,0
