match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
18,2018-04-21,Kolkata Knight Riders,Eden Gardens,3.0,0,32,0,10.67,5,2,0
22,2018-04-23,Delhi Daredevils,Arun Jaitley Stadium,4.0,0,23,2,5.75,15,2,0
25,2018-04-26,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,4.0,0,14,5,3.5,16,0,0
34,2018-05-04,Mumbai Indians,Holkar Cricket Stadium,3.0,0,31,0,10.33,8,0,0
38,2018-05-06,Rajasthan Royals,Holkar Cricket Stadium,3.0,0,37,1,12.33,3,0,0
48,2018-05-14,Royal Challengers Bangalore,Holkar Cricket Stadium,1.1,0,21,0,18.0,2,1,1
50,2018-05-16,Mumbai Indians,Wankhede Stadium,4.0,0,46,1,11.5,9,2,0
56,2018-05-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,4.0,1,19,2,4.75,18,0,1
